Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
Disease	C0546837	Malignant neoplasm of esophagus	DisGeNET BeFree	3.655E-4	1.000E0	1.796E-2	1.674E-1	34	1231	CDKN2A,ABL1,F2R,TENM2,MLH1,UNG,ALCAM,MMP2,COL6A3,ANXA2,POU5F1,MIR100,AKAP12,IGFBP3,OSR1,ZFHX3,PROX1,MYC,CYP1B1,BCL2,MPRIP,NRP1,PVT1,BTG3,NPAS2,CRISPLD2,TCF21,CASP8,SLC44A1,ANGPTL2,LOXL2,EMP1,SMAD7,PLCE1
Disease	C0042373	Vascular Diseases	DisGeNET BeFree	3.736E-4	1.000E0	1.822E-2	1.697E-1	22	660	CDKN2A,ESR1,F2R,NOD1,MMP2,FHL2,TNC,ANXA2,NOX4,VCAN,PDGFD,PDE5A,PROS1,PLB1,MPRIP,STIM1,SOCS2,MAGI2,BTG3,EDN1,EDNRA,SMAD3
Disease	C0162770	Right Ventricular Hypertrophy	DisGeNET BeFree	3.844E-4	1.000E0	1.860E-2	1.733E-1	8	118	DDAH1,TNC,NOX4,PDE5A,NFATC2,GPR166P,EDN1,EPAS1
Disease	C0005859	Bloom Syndrome	DisGeNET BeFree	3.963E-4	1.000E0	1.870E-2	1.742E-1	9	149	ESR1,MLH1,UNG,MMP2,NOX4,MYC,PDLIM3,EDNRA,SMAD3
Disease	C1704274	Intrauterine adhesions	DisGeNET BeFree	4.012E-4	1.000E0	1.870E-2	1.742E-1	4	24	ESR1,POU5F1,SMAD3,SMAD7
Disease	C0349532	Gastric lymphoma	DisGeNET BeFree	4.012E-4	1.000E0	1.870E-2	1.742E-1	4	24	CDKN2A,MLH1,MYC,BCL2
Disease	C0029456	Osteoporosis	DisGeNET BeFree	4.016E-4	1.000E0	1.870E-2	1.742E-1	27	895	TRIO,ESR1,TRPS1,F2R,QPCT,MMP2,SMURF2,ANXA2,NOX4,MIR100,PDE5A,PUM1,FYN,MYC,CYP1B1,ZNF423,BCL2,PDLIM3,LRRK1,GPR166P,EDNRA,ANGPTL2,PCSK7,MACF1,IRAK3,SMAD3,SMAD7
Disease	C1956346	Coronary Artery Disease	DisGeNET Curated	4.045E-4	1.000E0	1.870E-2	1.742E-1	6	65	ESR1,JCAD,PDGFD,TCF21,ADTRP,LIPA
Disease	C0010054	Coronary Arteriosclerosis	DisGeNET Curated	4.045E-4	1.000E0	1.870E-2	1.742E-1	6	65	ESR1,JCAD,PDGFD,TCF21,ADTRP,LIPA
Disease	C0023449	Acute lymphocytic leukemia	DisGeNET BeFree	4.084E-4	1.000E0	1.875E-2	1.746E-1	35	1289	CDKN2A,ABL1,ESR1,MBP,LY96,F2R,RIN2,MLH1,UNG,ANXA2,POU5F1,MIR100,IGFBP3,SEPTIN11,FOXP1,MAML2,MYC,CYP1B1,WBP1L,BCL2,MAP3K12,MPRIP,NRP1,NFATC2,PVT1,SLX4IP,NNMT,NT5E,SYNE1,AFF3,CASP8,LAMC2,EDNRA,LIPA,SMAD7
Disease	C0007222	Cardiovascular Diseases	DisGeNET BeFree	4.385E-4	1.000E0	1.998E-2	1.861E-1	40	1551	CDKN2A,TRAF1,DDAH1,ABL1,ESR1,MBP,KLF3,NOD1,ALCAM,MMP2,FHL2,FST,DSE,JCAD,TNC,NOX4,MED15,IGFBP3,SLC20A2,VCAN,PDGFD,PDE5A,PROS1,CYP1B1,MASP1,PLB1,SOCS2,MAGI2,PXDN,PDLIM3,NNMT,NT5E,GPR166P,ADTRP,EDN1,EDNRA,LIPA,THBS4,ANGPTL2,PCSK7
Disease	C0856169	Endothelial dysfunction	DisGeNET BeFree	4.622E-4	1.000E0	2.064E-2	1.923E-1	23	716	DDAH1,ESR1,CMKLR1,MMP2,JCAD,NOX4,AKAP12,CHMP2B,SLC6A6,IGFBP3,PDE5A,MASP1,PANX1,BCL2,PXDN,NT5E,LAMC2,GPR166P,EDN1,EDNRA,LIPA,ANGPTL2,LUM
Disease	C0279671	Cervical Squamous Cell Carcinoma	DisGeNET BeFree	4.673E-4	1.000E0	2.064E-2	1.923E-1	15	371	CDKN2A,ESR1,MLH1,MMP2,ANXA6,ST3GAL1,POU5F1,MYC,BCL2,PVT1,NNMT,SYNE1,RTN4,GRB10,CASP8
Disease	C1708565	Invasive Cutaneous Melanoma	DisGeNET BeFree	4.720E-4	1.000E0	2.064E-2	1.923E-1	4	25	CDKN2A,STIM1,SMAD3,SMAD7
Disease	C2987516	Cervix Intraepithelial Neoplasia Grade 3 AJCC v7	DisGeNET BeFree	4.720E-4	1.000E0	2.064E-2	1.923E-1	4	25	CDKN2A,MMP2,POU5F1,BCL2
Disease	C0018798	Congenital Heart Defects	DisGeNET Curated	4.727E-4	1.000E0	2.064E-2	1.923E-1	5	44	ABL1,POU5F1,EDN1,EDNRA,TGFB2
Disease	C0750974	Brain Tumor, Primary	DisGeNET BeFree	4.736E-4	1.000E0	2.064E-2	1.923E-1	7	93	CDKN2A,MLH1,ADAM19,NRP1,NT5E,RTN4,CASP8
Disease	C0162820	Dermatitis, Allergic Contact	DisGeNET Curated	4.768E-4	1.000E0	2.064E-2	1.923E-1	6	67	QPCT,UPP1,PHLDA1,BCL2,SOCS2,CASP8
Disease	C0023532	Leukoplakia, Oral	DisGeNET BeFree	4.809E-4	1.000E0	2.064E-2	1.923E-1	8	122	CDKN2A,NOD1,MLH1,MMP2,SETBP1,CYP1B1,BCL2,SIRPA
Disease	C0878500	Intraepithelial Neoplasia	DisGeNET BeFree	4.828E-4	1.000E0	2.064E-2	1.923E-1	10	186	CDKN2A,ESR1,MLH1,TNC,POU5F1,IGFBP3,FOXP1,BCL2,ARHGEF28,LAMC2
Disease	C0007138	Carcinoma, Transitional Cell	DisGeNET BeFree	4.905E-4	1.000E0	2.077E-2	1.935E-1	20	584	CDKN2A,ESR1,TLR6,MLH1,MMP2,TNC,ANXA2,POU5F1,PIAS1,MIR100,IGFBP3,MYC,CYP1B1,INHBA,BCL2,SULF1,PVT1,TGFB2,LUM,SMAD3
Disease	C0278883	Metastatic melanoma	DisGeNET BeFree	4.924E-4	1.000E0	2.077E-2	1.935E-1	17	455	CDKN2A,MAP2,F2R,MMP2,ALDH1A3,PHLDA1,POU5F1,AKAP12,IGFBP3,PDE5A,MYC,TM9SF4,BCL2,NFATC2,MIR99AHG,TCF21,NT5E
Disease	C0024115	Lung diseases	DisGeNET BeFree	5.067E-4	1.000E0	2.123E-2	1.978E-1	21	630	CDKN2A,TRAF1,ESR1,LY96,F2R,MMP2,FST,VCAN,PDE5A,PROS1,BCL2,SMC5,STIM1,RGMA,NT5E,EDN1,EDNRA,LOXL2,SERPINB1,LUM,SMAD7
Disease	C1561643	Chronic Kidney Diseases	DisGeNET BeFree	5.123E-4	1.000E0	2.132E-2	1.986E-1	29	1006	CDKN2A,DDAH1,ABL1,ESR1,LY96,LYST,PKD2,ACKR2,CMKLR1,MMP2,TNC,NOX4,AKAP12,SLC20A2,VCAN,PDE5A,BCL2,SIRPA,MAGI2,PXDN,TCF21,NT5E,EDN1,EDNRA,ANGPTL2,IRAK3,EPAS1,SMAD3,SMAD7
Disease	C0279628	Adenocarcinoma Of Esophagus	DisGeNET BeFree	5.174E-4	1.000E0	2.139E-2	1.992E-1	17	457	CDKN2A,ABL1,ESR1,F2R,MMP2,TNC,AKAP12,IGFBP3,FOXP1,MYC,PLB1,BCL2,PVT1,BTG3,CASP7,CASP8,PLCE1
Disease	C1959632	Plasma Cell Neoplasm	DisGeNET BeFree	5.254E-4	1.000E0	2.158E-2	2.010E-1	5	45	CDKN2A,MBD1,SETBP1,FOXP1,MYC
Disease	C0003507	Aortic Valve Stenosis	DisGeNET BeFree	5.471E-4	1.000E0	2.232E-2	2.080E-1	10	189	ESR1,KLF3,MMP2,TNC,AKAP12,PDE5A,BCL2,NT5E,EDN1,EDNRA
Disease	C0004096	Asthma	DisGeNET BeFree	5.749E-4	1.000E0	2.330E-2	2.171E-1	43	1731	ESR1,MBP,LY96,TLR6,F2R,LINC01567,NOD1,ALCAM,MMP2,FHL2,FST,TNC,ANXA2,ANXA6,NOX4,IGFBP3,ORMDL2,PDGFD,SETBP1,FOXP1,FYN,MYC,CYP1B1,INHBA,BCL2,NRP1,STIM1,PTPRE,NFATC2,PVT1,CRISPLD2,ARHGEF28,NT5E,CASP8,GPR166P,EDN1,EDNRA,TGFB2,LIPA,IRAK3,EMP1,SMAD3,SMAD7
Disease	C0339573	Glaucoma, Primary Open Angle	DisGeNET BeFree	5.826E-4	1.000E0	2.346E-2	2.186E-1	15	379	CDKN2A,ESR1,MBP,MMP2,FNDC3B,COL8A1,GAS7,PDE5A,CYP1B1,PLB1,EDN1,EDNRA,TGFB2,HEYL,LOXL2
Disease	C0677886	Epithelial ovarian cancer	DisGeNET BeFree	5.907E-4	1.000E0	2.364E-2	2.202E-1	33	1214	CDKN2A,ESR1,F2R,MLH1,ALCAM,MMP2,TNC,ANXA2,ST3GAL1,POU5F1,MIR100,IGFBP3,VCAN,PDGFD,FOXP1,MAML2,MYC,CYP1B1,LINC00968,PLB1,BCL2,NRP1,KSR1,PVT1,BTG3,NT5E,SYNE1,GRB10,CASP8,EDN1,EDNRA,SPRY4,SMAD7
Disease	C0024141	Lupus Erythematosus, Systemic	DisGeNET BeFree	6.335E-4	1.000E0	2.388E-2	2.225E-1	42	1686	CDKN2A,TRAF1,ABL1,ESR1,MBP,F2R,EBF2,CMKLR1,FLRT2,MMP2,CNN3,WIPF1,ANXA2,ANXA6,POU5F1,IGFBP3,FYN,PROS1,MASP1,PLB1,ZNF423,GPR84,SRP54,BCL2,MPRIP,SOCS2,DST,NFATC2,RABGAP1L,BTG3,ARHGEF28,NT5E,AFF3,CASP8,EDN1,EDNRA,TGFB2,SERPINB1,EMP1,LUM,SMAD3,SMAD7
Disease	C0520739	Hereditary pyropoikilocytosis	DisGeNET BeFree	6.440E-4	1.000E0	2.388E-2	2.225E-1	5	47	CDKN2A,MLH1,PANX1,PDLIM3,SYNE1
Disease	C0950124	Disease due to Papilloma virus	DisGeNET BeFree	6.466E-4	1.000E0	2.388E-2	2.225E-1	3	12	CDKN2A,ESR1,MLH1
Disease	C1332996	Childhood B Lymphoblastic Lymphoma	DisGeNET BeFree	6.466E-4	1.000E0	2.388E-2	2.225E-1	3	12	CDKN2A,MYC,BCL2
Disease	C1332212	Adult B Lymphoblastic Lymphoma	DisGeNET BeFree	6.466E-4	1.000E0	2.388E-2	2.225E-1	3	12	CDKN2A,MYC,BCL2
Disease	C0235653	Malignant neoplasm of female breast	DisGeNET BeFree	6.512E-4	1.000E0	2.388E-2	2.225E-1	6	71	ESR1,MYC,CYP1B1,BCL2,ZNF217,TGFB2
Disease	cv:C3887485	Migraine with or without aura, susceptibility to, 1	Clinical Variations	6.536E-4	1.000E0	2.388E-2	2.225E-1	2	3	ESR1,EDNRA
Disease	C0236969	Substance-Related Disorders	DisGeNET BeFree	6.536E-4	1.000E0	2.388E-2	2.225E-1	2	3	ANK3,OSR1
Disease	C0334385	Inflammatory carcinoma	DisGeNET BeFree	6.536E-4	1.000E0	2.388E-2	2.225E-1	2	3	ESR1,MYC
Disease	C3887485	MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 1	DisGeNET Curated	6.536E-4	1.000E0	2.388E-2	2.225E-1	2	3	ESR1,EDNRA
Disease	C1292757	Precursor B-cell lymphoblastic lymphoma	DisGeNET BeFree	6.536E-4	1.000E0	2.388E-2	2.225E-1	2	3	MYC,BCL2
Disease	157300	MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 1	OMIM MedGen	6.536E-4	1.000E0	2.388E-2	2.225E-1	2	3	ESR1,EDNRA
Disease	C4524190	High-grade B-cell lymphoma, with MYC and BCL2 and/or BCL6 rearrangements	DisGeNET BeFree	6.536E-4	1.000E0	2.388E-2	2.225E-1	2	3	MYC,BCL2
Disease	C0206712	Mucoepidermoid Tumor	DisGeNET BeFree	6.536E-4	1.000E0	2.388E-2	2.225E-1	2	3	CDKN2A,MAML2
Disease	C0345967	Malignant mesothelioma	DisGeNET BeFree	6.542E-4	1.000E0	2.388E-2	2.225E-1	14	343	CDKN2A,ESR1,ALCAM,MMP2,TNC,RGCC,NOX4,LIMS4,IGFBP3,MYC,BCL2,NRP1,CASP8,LTBP1
Disease	C0007134	Renal Cell Carcinoma	DisGeNET BeFree	6.587E-4	1.000E0	2.391E-2	2.227E-1	47	1958	CDKN2A,TRAF1,ESR1,F2R,RXRG,MLH1,QPCT,COL14A1,MMP2,SMURF2,COL6A3,TNC,ANXA2,ANXA6,NOX4,POU5F1,MIR100,MED15,IGFBP3,VCAN,PDGFD,OSR1,MYC,ATP5MC2,CYP1B1,GATM,BCL2,SLFN5,NRP1,KANK1,PDLIM3,PVT1,BTG3,NNMT,JAM3,TCF21,NT5E,CASP8,EDN1,EDNRA,TGFB2,LOXL2,PCSK7,MACF1,EPAS1,LRRFIP1,SMAD3
Disease	C0011644	Scleroderma	DisGeNET BeFree	6.800E-4	1.000E0	2.439E-2	2.273E-1	13	305	ESR1,MBD1,SMURF2,TNC,CARMIL1,PDE5A,MYC,BCL2,BTG3,EDN1,LOXL2,SMAD3,SMAD7
Disease	C0947751	Vascular inflammations	DisGeNET BeFree	6.800E-4	1.000E0	2.439E-2	2.273E-1	13	305	ESR1,NOD1,MTUS1,MMP2,NOX4,MIR100,FOXP1,PANX1,EDN1,EDNRA,THBS4,ANGPTL2,SMAD7
Disease	C0343641	Human papilloma virus infection	DisGeNET BeFree	6.954E-4	1.000E0	2.480E-2	2.311E-1	16	427	CDKN2A,ESR1,MLH1,MMP2,TNC,ANXA2,IGFBP3,MYC,CYP1B1,BCL2,BTG3,NT5E,CASP8,RNASEL,SMAD3,PLCE1
Disease	C3146257	Stage II Colon Cancer AJCC v7	DisGeNET BeFree	7.102E-4	1.000E0	2.505E-2	2.333E-1	5	48	MLH1,ALCAM,MMP2,VCAN,BCL2
Disease	C4525119	Stage II Colon Cancer AJCC v8	DisGeNET BeFree	7.102E-4	1.000E0	2.505E-2	2.333E-1	5	48	MLH1,ALCAM,MMP2,VCAN,BCL2
Disease	C0035344	Retinopathy of Prematurity	DisGeNET BeFree	7.254E-4	1.000E0	2.544E-2	2.370E-1	10	196	CDKN2A,ESR1,MMP2,IGFBP3,PROS1,NRP1,JAM3,CASP8,EDN1,EPAS1
Disease	C0079746	Immunoblastic Large-Cell Lymphoma	DisGeNET BeFree	7.377E-4	1.000E0	2.562E-2	2.386E-1	4	28	CDKN2A,MLH1,MYC,BCL2
Disease	C0017525	Giant Cell Tumors	DisGeNET BeFree	7.551E-4	1.000E0	2.562E-2	2.386E-1	6	73	F2R,QPCT,MMP2,COL6A3,TNC,EDN1
Disease	C0205699	Carcinomatosis	DisGeNET Curated	7.592E-4	1.000E0	2.562E-2	2.386E-1	9	163	ESR1,TRPS1,LY96,ALCAM,CNN3,MYC,GATM,BCL2,CAPZB
Disease	C0205697	Carcinoma, Spindle-Cell	DisGeNET Curated	7.592E-4	1.000E0	2.562E-2	2.386E-1	9	163	ESR1,TRPS1,LY96,ALCAM,CNN3,MYC,GATM,BCL2,CAPZB
Disease	C0205698	Undifferentiated carcinoma	DisGeNET Curated	7.592E-4	1.000E0	2.562E-2	2.386E-1	9	163	ESR1,TRPS1,LY96,ALCAM,CNN3,MYC,GATM,BCL2,CAPZB
Disease	C0205696	Anaplastic carcinoma	DisGeNET Curated	7.592E-4	1.000E0	2.562E-2	2.386E-1	9	163	ESR1,TRPS1,LY96,ALCAM,CNN3,MYC,GATM,BCL2,CAPZB
Disease	C0280099	Adult Solid Neoplasm	DisGeNET BeFree	7.592E-4	1.000E0	2.562E-2	2.386E-1	9	163	CDKN2A,MMP2,TNC,NOX4,POU5F1,MIR100,BCL2,NT5E,CASP8
Disease	C0020538	Hypertensive disease	DisGeNET BeFree	7.760E-4	1.000E0	2.604E-2	2.426E-1	47	1973	CDKN2A,DDAH1,TRIO,ESR1,MBP,TLR6,F2R,SVEP1,SSH1,PKD2,QPCT,CMKLR1,MMP2,FHL2,COL8A1,TNC,RGCC,NOX4,POU5F1,MIR100,IGFBP3,PDGFD,OSR1,PDE5A,PROS1,CYP1B1,WBP1L,BCL2,NRP1,STIM1,DST,PXDN,RABGAP1L,BTG3,NPAS2,ARHGEF28,NT5E,LAMC2,GPR166P,EDN1,EDNRA,LIPA,THBS4,EPAS1,SMAD3,SMAD7,PLCE1
Disease	C0278479	Stage II Colon Cancer	DisGeNET BeFree	7.814E-4	1.000E0	2.608E-2	2.430E-1	5	49	MLH1,ALCAM,MMP2,VCAN,BCL2
Disease	C0007097	Carcinoma	DisGeNET Curated	7.931E-4	1.000E0	2.633E-2	2.453E-1	9	164	ESR1,TRPS1,LY96,ALCAM,CNN3,MYC,GATM,BCL2,CAPZB
Disease	C4551686	Malignant neoplasm of soft tissue	DisGeNET BeFree	8.019E-4	1.000E0	2.648E-2	2.467E-1	22	699	CDKN2A,ABL1,TRIO,ESR1,KLF3,F2R,MLH1,MMP2,SMURF2,POU5F1,FOXP1,MAML2,MYC,BCL2,NFATC2,PVT1,NPAS2,CASP8,GPR166P,EDN1,EDNRA,EPAS1
Disease	C0018801	Heart failure	DisGeNET BeFree	8.116E-4	1.000E0	2.666E-2	2.484E-1	36	1391	DDAH1,ABL1,ESR1,LYST,NOD1,PKD2,ALCAM,MMP2,FST,TNC,ANXA2,ANXA6,NOX4,MIR100,AKAP12,FOXP1,PDE5A,MYC,CYP1B1,GATM,MAP3K7CL,BCL2,MAP3K12,MPRIP,STIM1,NFATC2,NNMT,NT5E,LAMC2,GPR166P,EDN1,EDNRA,TGFB2,ANGPTL2,LUM,SMAD3
Disease	C1527424	Cervical Squamous Intraepithelial Neoplasia 1	DisGeNET BeFree	8.314E-4	1.000E0	2.703E-2	2.518E-1	3	13	CDKN2A,MMP2,NT5E
Disease	C0349515	Amelanotic Skin Melanoma	DisGeNET BeFree	8.314E-4	1.000E0	2.703E-2	2.518E-1	3	13	CDKN2A,MYC,DST
Disease	C1275278	Extraskeletal Myxoid Chondrosarcoma	DisGeNET BeFree	8.578E-4	1.000E0	2.774E-2	2.585E-1	5	50	MAP2,CREB3L2,MYC,BCL2,NFATC2
Disease	C0238463	Papillary thyroid carcinoma	DisGeNET BeFree	8.691E-4	1.000E0	2.782E-2	2.592E-1	34	1293	CDKN2A,ABL1,ESR1,TLR6,RXRG,MLH1,QPCT,ALCAM,MMP2,ALDH1A3,WIPF1,TNC,NOX4,CCDC80,PDE5A,NUP93,PROX1,MYC,BCL2,NRP1,SOCS2,KSR1,PVT1,NNMT,DPT,NT5E,CASP8,LAMC2,GPR166P,EDN1,EDNRA,ANGPTL2,EPAS1,SMAD3
Disease	C2937421	Prostatic Hyperplasia	DisGeNET BeFree	8.714E-4	1.000E0	2.782E-2	2.592E-1	6	75	ESR1,MMP2,AKAP12,PDE5A,PROS1,EDN1
Disease	C3665593	Melanocytic nevus of skin	DisGeNET BeFree	8.736E-4	1.000E0	2.782E-2	2.592E-1	7	103	CDKN2A,MAP2,PHLDA1,VCAN,MYC,BCL2,EDN1
Disease	C0338106	Adenocarcinoma of colon	DisGeNET BeFree	8.875E-4	1.000E0	2.800E-2	2.609E-1	15	395	F2R,MLH1,ALCAM,MMP2,COL8A1,ANXA2,NOX4,MYC,PLB1,BCL2,NRP1,LAMB1,EDNRA,LUM,SMAD7
Disease	C3811653	Experimental Organism Basal Cell Carcinoma	DisGeNET BeFree	8.883E-4	1.000E0	2.800E-2	2.609E-1	16	437	CDKN2A,ESR1,MLH1,MMP2,FST,PHLDA1,PDE5A,BCL2,RGMA,NNMT,NT5E,CASP8,EDN1,EDNRA,TGFB2,SMAD7
Disease	C0206708	Cervical Intraepithelial Neoplasia	DisGeNET BeFree	9.103E-4	1.000E0	2.855E-2	2.660E-1	15	396	CDKN2A,ESR1,MLH1,MMP2,TNC,ANXA2,MIR100,PPP2R1B,PDE5A,MYC,BCL2,NRP1,NT5E,LIPA,ANGPTL2
Disease	C0007847	Malignant tumor of cervix	DisGeNET BeFree	9.204E-4	1.000E0	2.873E-2	2.676E-1	42	1718	CDKN2A,ABL1,TRIO,MAP2,ESR1,AMOTL1,MLH1,MMP2,FHL2,ANXA2,ANXA6,RGCC,POU5F1,MIR100,SLC6A6,PPP2R1B,IGFBP3,FOXP1,NUP93,MYC,CYP1B1,MASP1,BCL2,SMC5,NRP1,STIM1,PVT1,BTG3,NNMT,JAM3,NT5E,CASP7,CASP8,LIPA,THBS4,RNASEL,LOXL2,SPRY4,VPS53,EPAS1,SMAD3,SMAD7
Disease	C4086152	Childhood Astrocytoma	DisGeNET BeFree	9.295E-4	1.000E0	2.885E-2	2.688E-1	20	615	CDKN2A,ESR1,MBP,ACTN1,ADH6,MMP2,TNC,AKAP12,IGFBP3,VCAN,MYC,CYP1B1,PLB1,SIRPA,NRP1,NOVA1,GLIPR1,ARHGEF28,EDN1,EDNRA
Disease	C4733092	estrogen receptor-negative breast cancer	DisGeNET BeFree	9.376E-4	1.000E0	2.885E-2	2.688E-1	14	356	CDKN2A,ESR1,ALCAM,PHLDA1,RGCC,POU5F1,PRKAG3,FYN,MYC,CYP1B1,BCL2,ZNF217,RAB31,EPAS1
Disease	C0598766	Leukemogenesis	DisGeNET BeFree	9.397E-4	1.000E0	2.885E-2	2.688E-1	28	996	CDKN2A,TRAF1,ABL1,TRPS1,F2R,UNG,MN1,SMURF2,RGCC,POU5F1,PIAS1,SETBP1,FOXP1,MYC,GPR84,BCL2,SOCS2,KSR1,RABGAP1L,JAM3,CNTRL,GRB10,EDNRA,LOXL2,PCSK7,ELL,EPAS1,SMAD3
Disease	C0009404	Colorectal Neoplasms	DisGeNET Curated	9.429E-4	1.000E0	2.885E-2	2.688E-1	12	277	LY96,MLH1,UNG,MMP2,IGFBP3,MYC,CYP1B1,BCL2,SYNE1,CASP8,SMAD3,SMAD7
Disease	C1176475	Ductal Carcinoma	DisGeNET BeFree	9.685E-4	1.000E0	2.949E-2	2.747E-1	11	240	CDKN2A,ESR1,ALCAM,MMP2,SMURF2,TNC,IGFBP3,MYC,BCL2,SULF1,TCF21
Disease	C0279068	Childhood Solid Neoplasm	DisGeNET BeFree	9.813E-4	1.000E0	2.973E-2	2.770E-1	9	169	CDKN2A,MMP2,TNC,NOX4,POU5F1,MIR100,BCL2,NT5E,CASP8
Disease	C1832661	ANOPHTHALMIA AND PULMONARY HYPOPLASIA	DisGeNET BeFree	1.020E-3	1.000E0	3.053E-2	2.844E-1	36	1409	CDKN2A,ESR1,LETR1,F2R,MLH1,MMP2,FHL2,FOXL1,WIPF1,TNC,ANXA2,NOX4,POU5F1,MIR100,AKAP12,IGFBP3,VCAN,PUM1,FYN,MYC,BCL2,NRP1,STIM1,NFATC2,PVT1,SIN3B,RAB31,NT5E,LAMC2,EDNRA,TGFB2,LOXL2,LUM,EPAS1,SMAD3,SMAD7
Disease	C0007133	Carcinoma, Papillary	DisGeNET BeFree	1.022E-3	1.000E0	3.053E-2	2.844E-1	10	205	CDKN2A,ABL1,ESR1,TRPS1,MLH1,QPCT,CCDC80,BCL2,NNMT,LUM
Disease	C0751967	Multiple Sclerosis, Relapsing-Remitting	DisGeNET BeFree	1.022E-3	1.000E0	3.053E-2	2.844E-1	10	205	MBP,MMP2,FST,RGCC,POU5F1,IGFBP3,MYC,BCL2,PVT1,LAMC2
Disease	C0877015	Pelvic Organ Prolapse	DisGeNET BeFree	1.035E-3	1.000E0	3.053E-2	2.844E-1	7	106	CDKN2A,ESR1,COL14A1,MMP2,BCL2,TCF21,LUM
Disease	C3696962	Coronary microvascular dysfunction	DisGeNET BeFree	1.047E-3	1.000E0	3.053E-2	2.844E-1	3	14	ESR1,NT5E,EDN1
Disease	C0456863	High grade B-cell lymphoma	DisGeNET BeFree	1.047E-3	1.000E0	3.053E-2	2.844E-1	3	14	CDKN2A,MYC,BCL2
Disease	C0410173	Severe autosomal recessive muscular dystrophy of childhood - North African type (disorder)	DisGeNET BeFree	1.047E-3	1.000E0	3.053E-2	2.844E-1	3	14	BCL2,LAMA2,SSPN
Disease	C1319317	Squamous cell carcinoma of pharynx	DisGeNET BeFree	1.047E-3	1.000E0	3.053E-2	2.844E-1	3	14	CDKN2A,PKD2,BCL2
Disease	C1568272	Tendinopathy	DisGeNET BeFree	1.071E-3	1.000E0	3.110E-2	2.897E-1	6	78	ESR1,MMP2,TNC,NOX4,VCAN,THBS4
Disease	C0235989	Renal interstitial fibrosis	DisGeNET BeFree	1.081E-3	1.000E0	3.120E-2	2.907E-1	8	138	F2R,NOD1,MMP2,FHL2,FST,RGCC,BCL2,SMAD3
Disease	C0004364	Autoimmune Diseases	DisGeNET BeFree	1.087E-3	1.000E0	3.120E-2	2.907E-1	41	1679	CDKN2A,TRAF1,ABL1,EPSTI1,ESR1,MBP,F2R,SLC25A37,NOD1,MLH1,ALCAM,CMKLR1,FST,TNC,ANXA6,RGCC,IGFBP3,PROS1,PLB1,BCL2,SIRPA,NRP1,STIM1,SOCS2,DST,NFATC2,BTG3,DPT,ARHGEF28,NT5E,CNTRL,AFF3,CAPZB,LAMB1,CASP8,GPR166P,EDNRA,TGFB2,LRRFIP1,SMAD3,SMAD7
Disease	C0349782	Ischemic cardiomyopathy	DisGeNET BeFree	1.093E-3	1.000E0	3.120E-2	2.907E-1	7	107	ESR1,PHLDA1,NOX4,IGFBP3,PDE5A,MYC,PXDN
Disease	C0042344	Varicose Ulcer	DisGeNET BeFree	1.095E-3	1.000E0	3.120E-2	2.907E-1	4	31	ESR1,BCL2,NRP1,SMAD7
Disease	C0032285	Pneumonia	DisGeNET BeFree	1.100E-3	1.000E0	3.122E-2	2.909E-1	26	908	CDKN2A,TRAF1,ESR1,LY96,F2R,NOD1,CMKLR1,MMP2,FST,ANXA2,PIAS1,MIR100,VCAN,PDE5A,BCL2,MPRIP,SOCS2,NFATC2,SULF1,DPT,LAMC2,EDN1,EDNRA,SERPINB1,IRAK3,EMP1
Disease	C1862382	SVEINSSON CHORIORETINAL ATROPHY	DisGeNET BeFree	1.133E-3	1.000E0	3.200E-2	2.981E-1	8	139	CDKN2A,MLH1,TNC,PROS1,CYP1B1,NRP1,EDNRA,PCSK7
Disease	C0151936	Disorder of tendon	DisGeNET BeFree	1.145E-3	1.000E0	3.219E-2	2.999E-1	6	79	ESR1,MMP2,TNC,NOX4,VCAN,THBS4
Disease	C0027726	Nephrotic Syndrome	DisGeNET BeFree	1.182E-3	1.000E0	3.257E-2	3.034E-1	11	246	ESR1,PDE5A,PLB1,BCL2,MAGI2,KANK1,C1S,NT5E,EDN1,EDNRA,PLCE1
Disease	C0005695	Bladder Neoplasm	DisGeNET Curated	1.186E-3	1.000E0	3.257E-2	3.034E-1	8	140	CDKN2A,ESR1,MMP2,ANKFY1,MIR100,IGFBP3,MYC,LAMA2
Disease	C0346153	Breast Cancer, Familial	DisGeNET BeFree	1.204E-3	1.000E0	3.257E-2	3.034E-1	9	174	CDKN2A,ESR1,MTUS1,MLH1,IGFBP3,FOXP1,MYC,ARHGEF28,CASP8
Disease	C0014868	Esophagitis	DisGeNET BeFree	1.223E-3	1.000E0	3.257E-2	3.034E-1	6	80	POU5F1,PLB1,PDLIM3,EDN1,EPAS1,PLCE1
Disease	C0005684	Malignant neoplasm of urinary bladder	DisGeNET Curated	1.242E-3	1.000E0	3.257E-2	3.034E-1	8	141	CDKN2A,ESR1,MMP2,ANKFY1,MIR100,IGFBP3,MYC,LAMA2
